지점번호,경도(degree),위도(degree),노장해발고도(m),지점명(한글),예보구역코드,법정동코드
745,126.7048,34.6998,80,성전,11F20303,4681036023
746,126.5159,34.382,9,땅끝,11F20300,4682034026
747,126.8585,34.1834,26,청산도,11F20300,4689035021
748,127.363,34.837,1.6,벌교,11F20400,4678025300
749,127.1272,34.5348,24.8,도양,11F20400,4677025324
750,127.62556,34.6308,34.87,백야,11F20400,4613033030
751,126.70889,33.48222,252,선흘,11G00200,4971025930
752,126.3111,33.3046,187,서광,11G00400,4972031027
753,126.496,33.3931,965.2,어리목,11G00300,4911013900
754,126.5264,35.0602,11,함평,21F20101,4686025022
755,127.0853,35.1594,190.4,화순북,11F20500,4679039022
756,126.2819,35.6015,17,위도,21F10600,4580042021
757,127.436,35.9744,259.02,주천,11F10300,4572040024
758,127.57117,35.83521,320.16,동향,11F10300,4572033021
759,127.57825,35.37162,480.56,뱀사골,11F10401,4519046027
760,126.9327,35.4274,286.25,복흥,11F10400,4577037031
761,126.9346,35.6508,13.53,태인,11F10200,4518039030
762,127.1261,35.5198,169.02,강진면,11F10400,4575039025
763,127.06196,36.05923,35.86,여산,11F10200,4514039000
764,127.1414,35.6736,218.9,신덕,11F10400,4575036022
765,127.1345,34.8924,116.35,복내,11F20400,4678035021
766,127.715,34.8495,67.45,여수산단,11F20400,4613014600
767,127.3975,34.5886,12,포두,11F20400,4677035031
768,127.289,35.289,100,곡성,11F20602,4672025022
769,126.3834,35.1993,3.25,염산,21F20100,4687036029
770,126.8278,34.9474,73.27,다도,11F20500,4617042026
771,126.1446,34.7269,3.61,안좌,21F20800,4691040028
772,126.2394,34.5319,1,수유,21F20200,4690025028
773,126.636,34.7086,99.07,학산,21F20800,4683038022
774,126.4662,34.8175,10.76,전남도청,21F20800,4684031000
775,126.6447,35.1775,38.1,월야,21F20100,4686038025
776,126.5531,34.4667,22.1,현산,11F20300,4682033023
777,126.9347,34.5564,37.1,관산,11F20300,4680025326
778,126.82181,34.79595,94,유치,11F20300,4680035030
779,126.26726,33.41052,21.63,한림,11G00500,4971025024
780,126.72083,33.27996,17.22,남원,11G00400,4972025321
781,126.8777,33.5199,18,구좌,11G00100,4971025631
782,126.6195,33.3852,763.4,성판악,11G00302,4971025929
783,126.84076,35.23026,32.37,과기원,11F20500,2917014100
784,126.6126,34.8771,20.2,시종,21F20800,4683034027
785,126.6827,34.4731,22,북일,11F20300,4682036023
786,127.72,34.62,8,돌산,11F20400,4613025022
787,127.33245,34.45223,140.21,도화,11F20400,4677034022
788,126.87709,35.13434,62.99,풍암,11F20500,2914012800
789,126.2933,34.8764,12,압해도,21F20800,4691043025
790,127.4674,34.5326,136,나로도,11F20400,4677045023
791,127.58379,35.2662,413.25,피아골,11F20600,4673033027
792,126.81682,33.3536,77.2,표선면,11G00100,4972032000
793,126.25,33.21668,11.36,모슬포,11G00500,4972025022
794,127.42708,35.10138,79.58,황전,11F20600,4615033024
795,127.139,35.2753,83.9,옥과,11F20600,4672037023
796,127.24476,34.23775,38,초도,11F20400,4613036025
797,125.29953,34.39498,35.63,하태도,11F20700,4691036030
798,125.1833,34.6667,22,홍도,11F20700,4691036029
799,126.13762,35.20218,12.02,낙월도,21F20100,4687038021
800,129.431,36.6667,11,후포,11H10100,4793038023
801,129.088,36.625,215,영양,11H10403,4776025023
802,129.3401,36.7574,141.2,온정,11H10100,4793036029
803,128.8115,36.394,215,옥산,11H10502,4773033031
804,129.33798,36.19957,59.93,청하,11H10200,4711332021
805,129.09575,36.16021,223.38,죽장,11H10200,4711335024
806,128.29031,36.23337,38.37,선산,11H10600,4719025024
807,128.6931,36.1794,112,의흥,11H10600,4772035034
808,129.5667,36.0759,11,호미곶,11H10200,4711134022
809,127.96891,35.91794,235.7,대덕,11H10600,4715044028
810,128.2978,35.9253,33,성주,11H10605,4784025025
811,129.2093,35.863,33.58,황성,11H10202,4713012400
812,128.28214,35.69604,41.45,고령,11H10604,4783025033
813,128.73183,35.65405,76.29,청도,11H10704,4782025028
814,128.6611,36.9792,300,부석,11H10400,4721039024
815,128.4644,36.66002,100.89,예천,11H10303,4790025024
816,129.5475,35.9831,42.37,구룡포,11H10200,4711125028
817,129.2214,36.7827,390,수비,11H10800,4776034030
818,128.1476,36.7074,230,마성,11H10300,4728036027
819,128.8864,36.6589,207,예안,11H10500,4717041034
820,128.5267,36.5481,77,하회,11H10500,4717034033
821,128.0739,36.2819,94,공성,11H10300,4725035023
822,128.10164,36.08128,83.32,김천,11H10601,4715041021
823,128.55577,36.24934,82.41,군위,11H10603,4772025027
824,128.53896,36.086,121.63,가산,11H10700,4785033044
825,128.3835,36.0368,29.43,칠곡,11H10705,4785036029
826,128.7923,36.0441,126.24,신령,11H10700,4723032027
827,128.7428,35.8242,63,경산,11H10703,4729011700
828,128.4233,35.6906,17,달성,11H10700,2771036026
829,129.3182,35.7121,73,외동,11H10200,4713025921
830,129.1994,36.0682,45,기계,11H10200,4711334021
831,128.9976,37.0401,674,석포,11H10800,4792039022
832,128.4397,36.3869,61,안계,11H10500,4773043030
833,128.0418583,36.53821389,176,은척,11H10300,4725044024
834,127.9344,36.4412,300,화서,11H10300,4725041023
835,128.75347,36.87013,301.45,봉화읍,11H10400,4792025024
836,128.8988,36.2803,326,현서,11H10500,4775034045
837,128.6429,36.8268,188.82,이산,11H10400,4721031021
838,128.2707,36.7905,450,동로,11H10300,4728035028
839,128.8956,36.4583,130,길안,11H10500,4717039021
840,128.8144,35.9125,71,하양,11H10700,4729025021
841,128.9111,36.0849,134.4,화북,11H10700,4723034032
842,129.0109,35.7575,170.1,산내,11H10200,4713034023
843,129.2501,36.9359,226,금강송,11H10800,4793032021
844,129.3585,36.4354,23,영덕읍,11H10100,4777025021
845,128.5907,35.9084,28.05,대구북구,11H10700,2723011500
846,128.531,35.865,65,서구,11H10700,2717010500
847,128.46648,36.27626,68.29,소보,11H10600,4772031039
848,128.8953,35.6791,104,금천,11H10700,4782036000
849,128.3870472,36.54678889,80,지보,11H10300,4790040021
850,129.4906,35.7846,2.7,감포,11H10200,4713025024
851,129.35206,37.05136,75.15,소곡,11H10100,4793031030
852,129.42575,37.06063,40.95,죽변,11H10100,4793037021
853,128.62147,36.01816,571.61,팔공산,11H10700,4785032035
854,129.1337,35.4954,160,삼동,11H20100,3171040027
855,126.27354,33.16637,12.19,가파도,11G00500,4972025026
856,127.5981,35.1018,514.96,백운산,11F20400,4623032024
857,126.7173,34.3,4.43,완도읍,11F20300,4689025027
858,126.17,34.4296,37.5,지산,21F20200,4690035021
859,129.36576,35.76128,341.41,토함산,11H10200,4713031034
860,128.61903,35.88515,64.08,신암,11H10701,2714010100
861,126.7789167,33.56205555,4,월정,11G00100,5011025626
862,126.7698139,33.52793055,82,만장굴,11G00100,5011025634
863,126.45955,33.49100833,59,외도,11G00200,4911012300
864,127.15496,35.8215,53.4,완산,11F10201,4511112100
865,126.5190972,33.46269444,210,오등,11G00200,4911013400
866,126.597,33.43108333,588,용강,11G00200,4911013200
867,126.52508,33.37281,1484,삼각봉,11G00300,4911012000
868,126.4999,33.3576,1391,사제비,11G00300,4971025321
869,126.4969556,33.34858611,1238,영실,11G00300,4913011800
870,126.55572,33.36978,1489.37,진달래밭,11G00300,4972025328
871,126.51804,33.36239,1672.5,윗세오름,11G00300,4971025321
872,127.75629,35.31913,864.74,지리산,11H20700,4886036021
873,127.97023,37.2557,898.26,백운산,11D10400,4213038022
874,127.2053,38.221,206.65,동송,11D10100,4278025021
875,128.46057,38.12106,1595.71,설악산,11D20101,4283031033
876,129.1682,37.4534,67.63,삼척,11D20602,4223010600
877,127.8048,37.3134,85,문막,11D10400,4213025024
878,129.09608,37.22379,814.21,도계,11D20300,4223025032
879,128.6794,37.661,852.2,스키점프,11D20201,4276037027
880,126.3209861,33.32972222,314,금악,11G00500,5011025025
881,126.52954,35.73016,9.56,새만금,21F10500,4513039031
882,126.6042,35.25177,107.74,상무대,11F20500,4688034024
883,126.3490278,33.31258333,345,안덕,11G00400,4972031028
884,126.5176,33.2593,177.6,기상(과),11G00401,4913010300
885,126.6784,33.33147,246.3,태풍센터,11G00400,4972025323
886,126.5911,35.9504,10,군산산단,21F10500,4513015200
887,127.2902,36.5031,33.1,세종연기,11C20400,3611031025
888,127.4911,36.4629,92,청남대,11C10301,4311135032
889,126.9765,37.5004,17,현충원,11B10101,1159010700
890,126.6357611,33.31558889,276,신례,11G00400,5013025329
891,126.42275,33.28775,397,색달,11G00400,4913011900
900,129.1433,35.6202,123,두서,11H20100,3171037022
901,129.4356,35.4865,83,울기,11H20100,3117010100
902,127.8187,35.2424,186,시천,11H20700,4886036027
903,128.51486,35.40387,13.66,도천,11H20600,4874040027
904,128.9675,35.137,4.28,사상,11H20200,2653010500
905,129.0429,35.4414,84.01,양산상북,11H20102,4833033000
906,127.6428,35.2322,91,화개,11H20702,4885031000
907,128.05971,34.92895,23.18,삼천포,11H20402,4824011700
908,128.7537,35.1122,10,진해,11H20303,4812963000
909,128.73823,34.78774,111.46,서이말,11H20400,4831031024
910,129.0742,35.06608,137.94,영도,11H20200,2620012100
911,128.5772,34.648,69,매물도,11H20400,4822036028
912,127.77834,35.52627,139.44,백천,11H20501,4887025027
913,127.98535,34.72379,22.05,상주면,11H20400,4884032022
914,127.7322,35.6376,352.12,서하,11H20500,4887037025
915,128.102,35.4137,83.82,삼가,11H20500,4889043028
916,127.96692,35.3111,56.16,단성,11H20700,4886037022
917,128.06768,35.03695,23.51,사천,11H20400,4824033026
918,128.3309,34.9905,11,고성,11H20404,4882025032
919,128.47588,35.55217,24.3,창녕,11H20604,4874036025
920,128.3992,35.2963,10,함안,11H20603,4873025031
921,128.8314,34.9931,73.26,가덕도,11H20200,2644012200
922,128.9294,35.4864,138.45,단장,11H20600,4827035031
923,129.2511,35.275,65,기장,11H20200,2671031022
924,129.36029,35.35867,23.97,간절곶,11H20100,3171031025
925,128.823,35.3744,12.43,생림,11H20304,4825035025
926,128.46182,35.11489,25.58,진북,11H20300,4812533000
927,128.8838,35.5823,127,송백,11H20600,4827034021
929,128.3069,35.1136,130.1,개천,11H20400,4882038021
930,128.2375,34.8101,6,사량도,11H20400,4822037000
931,128.2759,34.6192,80,욕지도,11H20400,4822035021
932,127.7664,35.0603,8,하동,11H20700,4885025024
933,127.8324,34.9966,43,금남,11H20406,4885036027
934,127.9284,35.2217,132,수곡,11H20700,4817046022
935,128.34113,35.5698,22.15,청덕,11H20500,4889039033
936,128.20227,35.33264,61.9,신포,11H20602,4872032023
937,129.16236,35.1761,62.98,해운대,11H20200,2635010500
938,129.0192,35.1589,114,부산진,11H20200,2623011100
939,129.1035,35.2932,53.11,금정구,11H20200,2641010100
940,129.0901,35.20919,71.5,동래,11H20200,2626010500
941,129.0026,35.213,5.52,북구,11H20200,2632010400
942,129.10445,35.13501,14.86,대연,11H20200,2629010600
943,129.3753,35.66722,473,매곡,11H20100,3120010300
944,128.5706,35.3853,23,길곡,11H20600,4874041021
945,127.99,35.5345,226.87,대병,11H20500,4889045026
946,127.8183,35.7798,324.91,북상,11H20500,4888034022
947,128.5908,34.722,31,명사,11H20400,4831033022
948,127.8358,35.3106,139.4,삼장,11H20700,4886035025
949,129.441,35.6375,8,정자,11H20100,3120011800
950,128.9838,35.0901,127,사하,11H20200,2638010400
951,126.90733,35.50866,107.77,내장산,11F10200,4518011900
953,128.6796,34.9985,33,장목,11H20400,4831039026
954,129.3601,35.431,59.44,온산,11H20100,3171025030
955,126.3933333,37.325,11,서수도,11B20200,2872037000
956,125.9763889,36.76972222,17,가대암,11C20100,4482533000
957,126.225,35.98666667,91,십이동파,21F10500,4513039022
958,126.245,35.61333333,14,갈매여,21F10600,4580042000
959,126.0266667,34.26333333,14,해수서,21F20200,4690036000
960,126.6541667,33.22555556,22,지귀도,11G00400,4972025327
961,127.95,34.33,10.9,간여암,11F20400,4613034026
962,129.1358,35.1317,10,광안,11H20200,2650010400
963,129.475,35.5667,16,이덕서,11H20100,3117000000
966,126.3856,37.1161,38,풍도,11B20200,4127013300
967,126.6128,37.1189,70,도리도,11B20200,4159035032
968,129.045,35.081,78.58,남항,11H20200,2620011400
969,129.127,35.091,37.72,북항,11H20200,2629010700
